FACILITY ID,FACILITY NAME,REGION,PROGRAM CATEGORY,ASSIGNED CATEGORY,COMMUNITY TYPE,FEDERAL FACILITY,NPDES ASSESSMENT,WDR ASSESSMENT,CS ASSESSMENT,wdid,npdes_permit_number,order_number,pop_cwns,pop_cwns_2042,pop_sso_csv,pop_covid,pop_served_csv,pop_source_csv,pop_growth_rate,wdid_sso,pop_served_via_rwb,pop_final,pop_final_source,pop_final_rwb_preferred,pop_final_rwb_preferred_source
631302,Palo Cedro CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10839,500,500,pop_served_via_rwb,500,pop_served_via_rwb
630933,Patterson CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11021,24370,24370,pop_served_via_rwb,24370,pop_served_via_rwb
630936,Penn Valley CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11022,680,680,pop_served_via_rwb,680,pop_served_via_rwb
630947,Pine Grove Comm Leachfield CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11025,295,295,pop_served_via_rwb,295,pop_served_via_rwb
755994,Pinedale CWD CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11656,6030,6030,pop_served_via_rwb,6030,pop_served_via_rwb
645141,Pinedale Public Utility District CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11428,6900,6900,pop_served_via_rwb,6900,pop_served_via_rwb
631573,Planada Csd CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10753,4500,4500,pop_served_via_rwb,4500,pop_served_via_rwb
631115,Pleasant Valley State Prison CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11196,2747,2747,pop_served_via_rwb,2747,pop_served_via_rwb
631306,Plumas Eureka Estates CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10842,750,750,pop_served_via_rwb,750,pop_served_via_rwb
630969,Plymouth CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11033,1005,1005,pop_served_via_rwb,1005,pop_served_via_rwb
708766,Poplar CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11242,2500,2500,pop_served_via_rwb,2500,pop_served_via_rwb
651041,"Porterville, City of CS",5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11243,55199,55199,pop_served_via_rwb,55199,pop_served_via_rwb
631307,Portola CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10843,2104,2104,pop_served_via_rwb,2104,pop_served_via_rwb
656190,Preston Youth Correctional CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11502,4,4,pop_served_via_rwb,4,pop_served_via_rwb
631309,Quincy CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10844,1890,1890,pop_served_via_rwb,1890,pop_served_via_rwb
647697,Rancho Murieta Community Service District CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11487,5789,5789,pop_served_via_rwb,5789,pop_served_via_rwb
630972,Raymus Village Maint. District CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11035,1152,1152,pop_served_via_rwb,1152,pop_served_via_rwb
631310,Red Bluff CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10845,14076,14076,pop_served_via_rwb,14076,pop_served_via_rwb
631120,Redding City CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10801,95542,95542,pop_served_via_rwb,95542,pop_served_via_rwb
631596,"Reeder Tract WWf, Csa #398 CS",5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10756,650,650,pop_served_via_rwb,650,pop_served_via_rwb
631600,"Reedley, City Of CS",5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10757,25917,25917,pop_served_via_rwb,25917,pop_served_via_rwb
630974,Rio Ramaza CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11036,15,15,pop_served_via_rwb,15,pop_served_via_rwb
630977,Rio Vista Waste Trt Facility CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11037,10472,10472,pop_served_via_rwb,10472,pop_served_via_rwb
630984,River Pines CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11039,504,504,pop_served_via_rwb,504,pop_served_via_rwb
630986,Riverbank CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11040,23298,23298,pop_served_via_rwb,23298,pop_served_via_rwb
645346,Riverdale PUD CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11336,3000,3000,pop_served_via_rwb,3000,pop_served_via_rwb
630990,Robbins CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11041,350,350,pop_served_via_rwb,350,pop_served_via_rwb
704525,SA-14 Chuk Chansi CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11312,93,93,pop_served_via_rwb,93,pop_served_via_rwb
704523,SA-2 Bass Lake CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11319,3399,3399,pop_served_via_rwb,3399,pop_served_via_rwb
630958,SMD No. 1 CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11028,13207,13207,pop_served_via_rwb,13207,pop_served_via_rwb
656254,SMD No. 2 CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11362,17675,17675,pop_served_via_rwb,17675,pop_served_via_rwb
630960,SMD No. 3 CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11029,1468,1468,pop_served_via_rwb,1468,pop_served_via_rwb
630675,Sacramento Area Sewer District CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10912,1170000,1170000,pop_served_via_rwb,1170000,pop_served_via_rwb
631003,Sacramento Regional CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11045,1600000,1600000,pop_served_via_rwb,1600000,pop_served_via_rwb
631007,Salida CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11047,13886,13886,pop_served_via_rwb,13886,pop_served_via_rwb
631009,San Andreas CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11048,2130,2130,pop_served_via_rwb,2130,pop_served_via_rwb
708621,San Joaquin CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11338,4025,4025,pop_served_via_rwb,4025,pop_served_via_rwb
645282,San Luis Hills CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11340,700,700,pop_served_via_rwb,700,pop_served_via_rwb
656284,Sanger CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11342,25664,25664,pop_served_via_rwb,25664,pop_served_via_rwb
645102,Santa Nella CWD CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11343,1308,1308,pop_served_via_rwb,1308,pop_served_via_rwb
645328,Selma-Kingsburg-Fowler CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11466,44011,44011,pop_served_via_rwb,44011,pop_served_via_rwb
631320,Shasta Lake CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10851,9800,9800,pop_served_via_rwb,9800,pop_served_via_rwb
631319,Shasta-Tehama-Trinity Joint Community College District CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10850,10000,10000,pop_served_via_rwb,10000,pop_served_via_rwb
631015,Sierra Conservation Center CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11051,2500,2500,pop_served_via_rwb,2500,pop_served_via_rwb
645349,Snelling CSD CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11344,400,400,pop_served_via_rwb,400,pop_served_via_rwb
657444,Soda Springs CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11503,1850,1850,pop_served_via_rwb,1850,pop_served_via_rwb
631025,South Placer Mud CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11054,84591,84591,pop_served_via_rwb,84591,pop_served_via_rwb
631027,Southeast Regional Waste Disp Fac CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11055,13176,13176,pop_served_via_rwb,13176,pop_served_via_rwb
631029,Southworth Ranch Estates CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11056,140,140,pop_served_via_rwb,140,pop_served_via_rwb
726256,Springville PUD CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11247,1500,1500,pop_served_via_rwb,1500,pop_served_via_rwb
631609,Stallion Springs Csd CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10759,973,973,pop_served_via_rwb,973,pop_served_via_rwb
631614,Stanislaus State University CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10760,13600,13600,pop_served_via_rwb,13600,pop_served_via_rwb
631039,Stonegate Village CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11060,400,400,pop_served_via_rwb,400,pop_served_via_rwb
726584,Stratford PUD CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11248,1200,1200,pop_served_via_rwb,1200,pop_served_via_rwb
726587,Strathmore WWTF CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11249,1904,1904,pop_served_via_rwb,1904,pop_served_via_rwb
656257,"Sunset Whitney, Zone 2A3 CS",5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11361,0,0,pop_served_via_rwb,0,pop_served_via_rwb
631043,Sutter Creek CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11061,2501,2501,pop_served_via_rwb,2501,pop_served_via_rwb
630706,Taft City CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10940,9300,9300,pop_served_via_rwb,9300,pop_served_via_rwb
631635,Tehachapi Correctional Inst CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10763,4086,4086,pop_served_via_rwb,4086,pop_served_via_rwb
631638,"Tehachapi, City Of CS",5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10764,8923,8923,pop_served_via_rwb,8923,pop_served_via_rwb
645332,Terra Bella CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11250,2195,2195,pop_served_via_rwb,2195,pop_served_via_rwb
874370,Tesoro Viejo Wastewater CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO18117,2500,2500,pop_served_via_rwb,2500,pop_served_via_rwb
645139,The City of Dinuba CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11224,26731,26731,pop_served_via_rwb,26731,pop_served_via_rwb
631332,Thermalito Water & Sewer District CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10857,8072,8072,pop_served_via_rwb,8072,pop_served_via_rwb
645291,Tipton CSD CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11251,1790,1790,pop_served_via_rwb,1790,pop_served_via_rwb
712316,Tonyville CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11519,316,316,pop_served_via_rwb,316,pop_served_via_rwb
645313,Tooleville CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11257,339,339,pop_served_via_rwb,339,pop_served_via_rwb
631050,Tracy CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11066,106401,106401,pop_served_via_rwb,106401,pop_served_via_rwb
656294,Traver CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11258,713,713,pop_served_via_rwb,713,pop_served_via_rwb
631395,Tulare CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10713,67000,67000,pop_served_via_rwb,67000,pop_served_via_rwb
631052,Tuolumne CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11068,1577,1577,pop_served_via_rwb,1577,pop_served_via_rwb
631647,Tuolumne Utilities District CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10771,16490,16490,pop_served_via_rwb,16490,pop_served_via_rwb
631053,Turlock CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11069,72937,72937,pop_served_via_rwb,72937,pop_served_via_rwb
631648,Twain Harte CSD CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10772,2226,2226,pop_served_via_rwb,2226,pop_served_via_rwb
645247,UC Davis Health System CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11463,8500,8500,pop_served_via_rwb,8500,pop_served_via_rwb
645251,UC Kearney Research and Extension Center CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11453,90,90,pop_served_via_rwb,90,pop_served_via_rwb
631055,Uc Davis CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11071,47000,47000,pop_served_via_rwb,47000,pop_served_via_rwb
631649,"University Of California, Merced CS",5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10773,11003,11003,pop_served_via_rwb,11003,pop_served_via_rwb
631059,Valley Springs Sd CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11074,1000,1000,pop_served_via_rwb,1000,pop_served_via_rwb
631062,Wallace CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11077,250,250,pop_served_via_rwb,250,pop_served_via_rwb
631651,Wasco State Prison CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10775,3951,3951,pop_served_via_rwb,3951,pop_served_via_rwb
631652,"Wasco, City Of CS",5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10776,28710,28710,pop_served_via_rwb,28710,pop_served_via_rwb
631689,Wawona CS,5,SSO,Federal: Collection System,COMMUNITY,TRUE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10778,300,300,pop_served_via_rwb,300,pop_served_via_rwb
710549,Wells Tract Zone of Benefit (ZOB) CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11516,275,275,pop_served_via_rwb,275,pop_served_via_rwb
823619,West Complex CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO18100,0,0,pop_served_via_rwb,0,pop_served_via_rwb
631067,West Point CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11081,365,365,pop_served_via_rwb,365,pop_served_via_rwb
631068,West Sacramento CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11082,53911,53911,pop_served_via_rwb,53911,pop_served_via_rwb
631415,Westwood CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631070,White Slough Water Poll Con Pu CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11084,67260,67260,pop_served_via_rwb,67260,pop_served_via_rwb
656171,White Wolf CS,5,SSO,Federal: Collection System,COMMUNITY,TRUE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11355,300,300,pop_served_via_rwb,300,pop_served_via_rwb
631074,Williams CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11088,5487,5487,pop_served_via_rwb,5487,pop_served_via_rwb
631122,Willows CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10803,5937,5937,pop_served_via_rwb,5937,pop_served_via_rwb
631078,Winters CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11092,7115,7115,pop_served_via_rwb,7115,pop_served_via_rwb
656291,Winton Water and Sanitary District CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11215,9999,9999,pop_served_via_rwb,9999,pop_served_via_rwb
631079,Woodbridge Sd CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11093,3984,3984,pop_served_via_rwb,3984,pop_served_via_rwb
705067,Woodville CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11267,1800,1800,pop_served_via_rwb,1800,pop_served_via_rwb
631081,Woodward Reservoir Reg Park CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11095,2400,2400,pop_served_via_rwb,2400,pop_served_via_rwb
631118,Yettem / Seville CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11200,691,691,pop_served_via_rwb,691,pop_served_via_rwb
631082,Yolo County Housing Authority CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11096,419,419,pop_served_via_rwb,419,pop_served_via_rwb
631650,Yosemite Valley CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO10774,5200,5200,pop_served_via_rwb,5200,pop_served_via_rwb
631086,Yuba City CS,5,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5SSO11100,69540,69540,pop_served_via_rwb,69540,pop_served_via_rwb
204486,Adin CSD,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A250101001,NA,2014-0153-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
204492,Admin Center & Oak Shores Day Use Area,5,WDR,Federal: Residential/transient,TRANSIENT,TRUE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222748,Aera Energy Employee Housing,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D152053001,NA,2014-0153-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
205205,Almanor Lakeside Villas WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205259,Alpine Meadows/Whispering Wood,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205396,Amador City WW Export System,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5B030100001,NA,R5-2002-0224,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
205792,Angels Camp RV Resort,5,WDR,RV,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206142,Arbor Mobile Home Park WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206149,Arbuckle WWTP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A060100001,NA,93-208,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
206355,Armona CSD WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D160100001,NA,92-017,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
206381,Arnold WWTP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273104,Arvin WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D150107001,NA,00-093,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
206529,Ash Mountain WWTF,5,WDR,Federal: Residential or mixed,COMMUNITY,TRUE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206726,Auburn LK Onsite WW Disp,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A091007001,NA,R5-2002-0031,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
227242,Auburn Ridge Woods MHP,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A31NC00012,NA,2014-0153-DWQ,104,158,NA,NA,104,CWNS,2.11,NA,NA,104,pop_cwns,104,pop_cwns
206732,Auburn Valley CSD WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A311009001,NA,2014-0153-DWQ,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
222359,Avenal State Prison-Effluent Storage Reservoir,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273160,Avenal WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D160101001,NA,00-231,NA,NA,5725,NA,5725,SSO,NA,NA,NA,5725,pop_sso_csv,5725,pop_sso_csv
208536,Bailey Creek WWTF,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A320119001,NA,2014-0153-DWQ,104,158,750,NA,104,CWNS+SSO,2.11,NA,NA,104,pop_cwns,104,pop_cwns
273208,Bakersfield WWTP #2,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D150100001,NA,R5-2009-0122,1043,1064,NA,NA,1043,CWNS,0.1,NA,NA,1043,pop_cwns,1043,pop_cwns
273209,Bakersfield WWTP #3,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5D150100002,NA,R5-2009-0087,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
209007,Beale AFB WWTP,5,WDR,Federal: Residential or mixed,COMMUNITY,TRUE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209022,Bear Mountain RV Resort,5,WDR,RV,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209086,Beckwourth WW Ponds,5,WDR,i,COMMUNITY,FALSE,No,Yes,No,5A320104003,NA,2014-0153-DWQ,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
209126,Belden Town Resort,5,WDR,RT,TRANSIENT,FALSE,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
